A_STUDY,A_WAVE,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S025,W_WEIGHT,S018,H_URBRURAL,H_SETTLEMENT,G_TOWNSIZE,G_TOWNSIZE2,I_PSU,E_RESPINT,E1_LITERACY,F_INTPRIVACY,Q260,Q261,Q262,X003R,X003R2,Q263,Q264,Q265,Q269,Q270,Q271,Q273,Q274,Q275,Q275R,Q279,Q281,Q284,Q285,Q286,Q287P,Q288,Q288R,Q289,Q290,Q240,Q241,Q199P,Q209P,Q216P,Q57P,Q58P,Q59P,Q60P,Q61P,Q62P,Q63P,Q64P,Q65P,Q66P,Q67P,Q68P,Q69P,Q70P,Q71P,Q72P,Q73P,Q74P,Q75P,Q76P,Q77P,Q78P,Q79P,Q80P,Q81P,Q82P,Q83P,Q84P,Q85P,Q86P,Q87P,Q88P,Q89P,Q292A,Q292B,Q292C,Q292D,Q292E,Q292F,Q292G,Q292H,Q292I,Q292K,Q292O,Q292A_REVERSE_FLAG,Q292B_REVERSE_FLAG,Q292I_REVERSE_FLAG
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,7,4,,2,2,1,2,1996,21,1,1,1,1,1,1,7,2,6,0,2,1,6,0,,2,2,1,2,1,3,566999,10,1,2,1,3,1,4,2,3,2,1,3,4,4,4,3,3,3,4,1,2,2,3,4,4,4,4,3,2,4,3,3,2,3,2,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,7,4,,2,2,1,1,1995,22,1,1,1,1,1,1,7,2,6,0,3,2,3,10,2,2,2,1,3,1,1,566999,10,1,4,1,3,1,4,3,3,3,3,3,4,4,2,3,3,3,4,2,2,2,3,4,2,4,4,4,4,4,2,2,,,,,3,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,4,7,4,,2,1,1,2,1983,34,2,2,1,1,1,1,3,1,1,1,3,2,1,1,1,2,1,2,4,2,1,566999,10,1,1,1,1,1,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,2,3,4,4,3,4,3,3,3,3,4,3,3,3,4,3,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,7,4,,2,1,2,2,1993,24,1,1,1,1,1,1,5,1,1,3,2,1,3,4,2,2,2,3,5,2,1,566999,5,1,3,1,1,1,4,4,4,2,3,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,4,4,3,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,2,4,7,4,,1,2,2,2,1977,40,3,2,1,1,1,1,6,1,1,4,3,2,3,4,2,2,2,4,7,2,2,566999,3,4,3,1,3,1,4,4,4,2,3,3,4,2,3,4,3,2,2,3,3,3,3,4,3,3,4,3,3,4,4,3,3,3,3,4,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,4,7,4,,2,1,1,2,1983,34,2,2,1,1,1,1,5,2,1,3,2,1,3,4,2,2,2,2,4,2,1,566999,8,3,4,3,3,1,3,3,3,2,1,2,4,2,2,2,2,2,2,2,2,2,3,4,2,2,3,3,3,3,2,2,2,2,,2,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,7,4,,1,1,1,1,1994,23,1,1,1,1,1,1,6,2,6,0,3,2,2,5,3,2,4,2,3,1,1,566999,7,3,3,1,3,1,4,3,3,2,2,2,4,2,2,2,2,1,2,1,2,3,2,4,2,2,4,3,1,1,3,4,4,4,,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,3,7,4,,1,1,1,2,1992,25,2,1,1,1,1,1,5,2,6,0,4,2,7,8,,2,3,1,6,2,2,566002,4,6,3,3,2,2,3,2,4,3,3,3,4,3,2,3,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,1,3,6,3,,1,1,1,1,1979,38,3,2,1,1,1,1,6,1,1,4,3,2,3,6,2,1,2,4,4,2,2,566999,2,4,2,2,2,1,4,3,2,2,2,2,4,2,2,2,1,1,3,2,1,1,1,3,1,3,3,3,2,3,2,2,2,2,2,2,3,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,1,3,6,3,,1,1,2,1,1981,36,3,2,1,1,1,1,6,1,1,3,3,2,3,6,2,1,3,4,4,2,2,566999,2,7,1,,2,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,4,4,1,4,3,3,2,4,2,2,,,2,3,2,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,3,7,4,,1,1,1,1,1986,31,2,2,1,1,1,1,3,1,1,1,3,2,7,7,2,1,3,1,4,2,5,566002,4,7,3,2,3,1,2,3,2,4,3,2,3,4,3,3,3,2,3,3,4,3,4,4,4,3,3,3,2,3,3,3,3,3,2,3,3,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,3,7,4,,1,1,1,1,1992,25,2,1,1,1,1,1,1,1,6,0,4,2,6,8,,2,3,2,4,2,1,566002,2,3,3,3,2,2,3,4,3,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,4,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,1,4,3,2,,1,1,1,1,1979,38,3,2,1,1,1,1,11,1,1,3,2,1,3,4,1,1,4,1,4,2,1,566003,1,10,1,,3,1,4,2,3,2,1,1,4,2,2,2,2,3,3,2,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,4,3,2,,1,1,1,2,1995,22,1,1,1,1,1,1,3,1,1,1,3,2,2,6,2,2,4,1,3,1,3,566999,4,10,3,3,3,1,2,2,2,2,2,2,4,1,4,4,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,4,1,1,,1,1,1,2,1990,27,2,1,1,1,1,1,3,1,1,1,3,2,3,3,1,2,1,2,5,2,1,566002,5,6,2,,2,1,3,2,2,2,1,1,4,2,3,2,,2,1,2,2,2,2,,3,1,2,2,3,2,,,,2,,,4,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,4,1,1,,1,1,1,1,1989,28,2,1,1,1,1,1,5,1,1,0,7,3,3,4,2,1,1,3,5,2,2,566999,7,8,4,,3,1,3,3,2,2,1,3,4,2,2,2,2,1,2,1,2,1,2,3,1,2,2,2,3,3,4,3,3,4,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,4,3,2,,1,1,2,2,1991,26,2,1,1,1,1,1,3,1,1,1,3,2,7,3,,2,4,2,3,1,1,566999,1,10,1,,3,1,3,2,3,2,2,2,4,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.6756757,0.8084074,1,3,7,4,,1,1,1,1,1961,56,5,3,1,1,1,1,4,1,1,5,3,2,3,6,2,1,4,3,4,2,2,566999,5,5,1,1,3,1,3,3,1,1,3,2,2,2,2,2,2,1,2,2,1,1,1,2,2,4,4,1,4,4,4,4,4,2,2,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,3,2,1,,1,1,1,2,1993,24,1,1,1,1,1,1,8,2,6,0,3,2,6,0,,2,4,1,1,1,1,566002,5,7,1,1,2,1,4,3,3,1,1,3,4,3,3,3,3,3,3,2,1,2,3,4,1,3,3,3,3,3,3,3,,3,,3,4,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,3,2,1,,1,1,1,2,1992,25,2,1,1,1,1,1,1,1,6,0,7,3,7,0,2,1,4,1,2,1,2,566002,8,5,3,1,3,1,4,3,3,1,3,3,4,3,3,3,3,2,3,1,1,2,3,3,1,2,3,3,3,4,3,3,3,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,3,2,1,,1,1,1,1,1989,28,2,1,1,1,1,1,7,,6,0,3,2,3,8,2,1,2,1,2,1,2,566002,7,8,4,3,2,1,3,2,2,2,2,2,3,2,2,3,2,1,2,3,3,2,1,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,3,2,1,,1,1,1,1,1988,29,2,1,1,1,1,1,7,1,1,3,4,2,1,3,1,1,1,1,3,1,2,566999,6,4,3,2,2,2,3,4,3,3,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,4,4,3,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,3,2,1,,1,1,1,1,1992,25,2,1,1,1,1,1,2,1,6,0,4,2,6,,,2,1,1,3,1,2,566002,2,3,4,2,1,1,4,3,3,3,3,3,3,2,3,2,2,2,2,1,3,2,1,3,2,2,3,4,3,3,3,3,4,4,3,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8974359,0.8084074,2,3,2,1,,2,2,1,2,1972,45,4,2,1,1,1,1,9,1,1,7,1,1,5,10,2,2,4,1,2,1,1,566002,7,5,2,1,2,1,4,3,3,2,3,2,4,2,2,2,3,2,3,1,1,1,3,3,2,3,4,3,4,4,,,,,,3,4,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,3,2,1,,2,1,1,1,1997,20,1,1,1,1,1,1,8,,6,0,2,1,7,8,,2,1,1,4,2,2,566002,4,3,3,1,1,1,3,3,3,3,3,3,4,3,4,3,1,1,2,1,2,4,4,3,2,3,3,3,3,3,4,4,4,4,2,4,4,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,3,2,1,,1,1,1,2,1995,22,1,1,1,1,1,1,7,2,6,0,3,2,6,0,,2,3,1,4,2,2,566002,9,4,1,1,2,1,4,3,3,1,3,3,4,3,3,3,3,3,3,2,1,2,3,4,2,3,3,3,3,4,3,3,3,3,2,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,1,3,2,,1,1,1,1,1987,30,2,2,1,1,1,1,1,,6,0,4,2,3,,,1,1,1,3,1,2,566002,5,5,4,2,3,1,4,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,2,4,4,4,4,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,1,1,3,2,,1,1,1,1,1979,38,3,2,1,1,1,1,5,1,1,3,4,2,3,8,2,1,1,1,4,2,2,566002,5,4,4,1,3,2,3,3,3,2,2,2,4,4,2,3,3,2,2,2,2,2,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,1,3,2,,1,1,1,1,1987,30,2,2,1,1,1,1,5,1,6,0,4,2,3,,3,1,2,1,3,1,2,566002,6,8,3,2,3,1,3,3,3,2,2,3,4,2,4,2,3,1,2,2,2,3,3,4,2,3,3,3,3,4,3,4,4,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,1,1,3,2,,2,1,1,1,1977,40,3,2,1,1,1,1,4,1,1,2,7,3,1,1,1,1,1,3,5,2,2,566002,9,8,3,2,3,1,4,3,3,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,3,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,2,2,1,,1,1,1,2,1996,21,1,1,1,1,1,1,5,2,6,0,4,2,6,0,,2,,1,1,1,2,566002,7,3,1,2,2,1,4,2,2,1,3,2,4,4,2,2,4,2,3,1,1,1,2,4,1,2,3,3,3,3,3,3,3,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8974359,0.8084074,1,2,3,2,,1,1,1,2,1971,46,4,2,1,1,1,1,2,1,5,4,3,2,3,4,2,1,4,1,3,1,2,566999,8,6,1,1,3,1,4,2,2,1,2,2,4,2,2,2,1,1,1,2,1,2,3,3,2,3,3,2,3,2,3,2,3,3,,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,1,2,3,2,,1,1,1,2,1979,38,3,2,1,1,1,1,3,2,6,0,7,3,2,3,1,2,3,3,5,2,2,566002,9,5,1,1,3,1,3,2,2,1,3,3,2,2,2,3,2,1,3,1,1,1,2,3,3,3,3,3,2,3,3,3,3,4,3,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,2,3,2,,1,1,1,2,1987,30,2,2,1,1,1,1,4,1,6,0,3,2,7,0,,2,3,1,2,1,2,566002,9,8,1,2,3,1,4,3,3,1,2,2,3,2,2,2,2,1,1,1,1,2,2,2,1,2,3,3,3,3,2,3,3,2,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,5,7,4,,2,2,1,2,1992,25,2,1,1,1,1,1,15,3,1,5,0,1,5,0,,2,4,1,1,1,5,566999,5,5,1,1,1,1,4,3,2,1,2,1,4,3,3,1,2,1,2,1,1,1,2,3,1,2,3,3,3,3,3,3,3,3,3,3,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,5,7,4,,1,2,1,2,1997,20,1,1,1,1,1,1,16,3,1,2,0,1,5,0,,2,4,1,1,1,5,566004,8,5,1,1,1,1,4,3,2,1,2,1,4,2,2,2,2,2,2,1,1,1,2,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,5,7,4,,2,2,1,2,1987,30,2,2,1,1,1,1,14,3,1,7,0,1,5,0,,2,4,1,2,1,5,566004,5,5,1,1,3,1,4,3,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,3,1,2,2,2,3,4,,,,,,,3,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8974359,0.8084074,2,5,7,4,,2,2,1,2,1969,48,4,2,1,1,1,1,19,3,1,10,0,1,5,0,,2,4,1,2,1,5,566004,7,6,1,1,1,1,4,3,2,1,2,1,4,2,2,2,2,2,2,1,1,1,3,3,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,5,7,4,,1,1,2,1,1987,30,2,2,1,1,1,1,7,1,1,5,3,2,6,0,2,1,1,1,5,2,5,566002,6,6,2,2,2,1,2,2,2,1,1,2,3,3,3,4,3,2,3,2,3,3,3,2,3,4,4,3,3,4,4,3,3,2,2,4,4,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,5,7,4,,1,1,1,1,1993,24,1,1,1,1,1,1,7,1,1,4,3,2,7,10,2,1,2,3,3,1,5,566002,6,9,4,1,3,1,4,3,3,2,3,2,4,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,2,4,2,2,3,3,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,3,6,3,,1,1,2,1,1995,22,1,1,1,1,1,1,7,1,1,4,1,1,3,10,,1,2,1,2,1,5,566002,8,8,4,1,1,1,3,2,2,1,1,2,3,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,3,5,3,,1,1,1,2,1997,20,1,1,1,1,1,1,4,1,1,2,0,1,3,10,,,2,1,6,2,5,566002,9,9,1,1,1,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,5,7,4,,1,1,1,1,1992,25,2,1,1,1,1,1,6,1,1,4,3,2,7,10,2,1,2,1,4,2,5,566004,8,6,3,2,2,2,4,3,3,3,3,1,3,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,3,3,3,4,3,3,3,3,2,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,5,7,4,,2,1,1,1,1992,25,2,1,1,1,1,1,8,1,1,6,3,2,7,10,2,1,2,1,5,2,5,566002,7,6,4,2,3,1,4,3,2,2,2,3,4,3,2,1,2,2,3,2,3,2,3,3,3,2,3,3,3,4,3,2,2,2,1,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,4,7,4,,1,1,1,1,1988,29,2,1,1,1,1,1,4,2,6,0,4,2,7,0,,2,4,,1,1,2,566002,6,1,3,3,3,1,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,4,7,4,,1,1,2,1,1989,28,2,1,1,1,1,1,4,2,6,0,7,3,7,0,,2,2,,4,2,2,566002,10,8,1,3,3,1,4,2,1,1,1,1,4,2,2,3,4,2,2,2,2,2,4,2,1,2,2,2,4,4,4,4,2,2,2,1,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,4,7,4,,2,1,2,2,1992,25,2,1,1,1,1,1,12,2,3,1,2,1,7,0,,2,4,1,1,1,1,566002,5,6,3,1,1,1,2,1,1,1,1,1,4,2,2,3,2,1,2,1,4,2,1,2,2,3,3,3,3,4,3,1,1,1,1,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,7,4,,1,1,1,1,1998,19,1,1,1,1,1,1,3,2,6,0,3,2,3,6,2,2,1,2,4,2,2,566999,10,10,2,2,2,1,4,2,3,1,2,2,4,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,2,4,7,4,,1,1,1,2,1976,41,3,2,1,1,1,1,7,2,1,5,2,1,7,,,2,3,1,2,1,2,566999,6,4,1,1,1,1,4,2,2,1,1,1,4,3,3,3,1,1,1,2,1,2,3,4,1,4,4,4,2,4,2,2,4,3,,4,4,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,2,4,7,4,,1,1,2,2,1989,28,2,1,1,1,1,1,4,1,1,2,3,2,3,4,2,2,3,1,5,2,2,566999,7,8,1,1,3,1,4,3,3,2,1,1,4,1,1,2,2,1,2,2,1,1,2,,3,2,4,1,1,2,2,1,1,1,1,3,3,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,7,4,,2,2,1,2,1999,18,1,1,1,1,1,1,6,2,6,0,2,1,6,6,2,2,3,1,3,1,2,566999,1,1,1,1,2,1,4,3,4,3,3,3,4,4,3,3,2,2,2,3,3,1,2,4,3,4,4,3,3,4,2,2,3,1,2,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,2,4,7,4,,1,1,1,1,1978,39,3,2,1,1,1,1,4,2,1,2,4,2,1,3,1,1,2,3,6,2,1,566999,6,10,3,2,3,1,2,2,2,1,1,1,4,3,3,3,4,2,3,2,2,1,4,4,1,4,4,2,1,4,4,4,4,4,,4,4,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,4,1,1,,1,1,2,1,1993,24,1,1,1,1,1,1,4,2,6,0,3,2,7,0,,2,2,1,3,1,3,566999,5,4,3,2,3,1,4,2,4,2,2,2,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,3,3,2,2,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,4,7,4,,1,2,1,2,1992,25,2,1,1,1,1,1,5,1,1,3,3,2,7,0,,2,1,1,3,1,5,566002,10,,4,1,3,2,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,2,7,4,,1,1,1,1,1999,18,1,1,1,1,1,1,8,1,6,0,2,1,2,6,2,2,2,1,2,1,5,566002,10,4,4,1,3,1,4,4,4,2,3,3,4,2,2,3,2,1,3,2,3,2,2,4,4,4,4,4,2,3,4,2,2,3,,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,2,7,4,,1,1,1,2,1986,31,2,2,1,1,1,1,6,1,1,4,3,2,3,4,2,2,2,3,4,2,5,566002,8,6,4,1,1,1,4,4,4,2,4,4,4,4,3,3,4,1,3,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,2,7,4,,1,1,2,2,1990,27,2,1,1,1,1,1,7,1,1,5,2,1,5,4,2,2,1,,5,2,5,566002,6,4,1,1,1,1,4,4,3,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,4,7,4,,1,1,1,1,1986,31,2,2,1,1,1,1,3,1,1,1,3,2,3,4,2,1,2,1,2,1,5,566002,10,,4,1,3,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,4,7,4,,1,1,1,2,1996,21,1,1,1,1,1,1,3,1,1,1,3,2,3,5,2,2,1,1,4,2,5,566002,10,1,1,1,1,2,4,4,4,4,3,3,4,4,4,4,3,3,3,4,1,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,2,7,4,,2,1,2,2,1992,25,2,1,1,1,1,1,9,2,6,0,4,2,1,3,2,2,1,2,5,2,5,566999,6,4,3,1,1,1,3,3,3,2,3,3,4,3,3,3,3,1,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,4,3,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8974359,0.8084074,1,2,7,4,,1,1,2,1,1969,48,4,2,1,1,1,1,18,2,1,5,7,3,3,4,2,1,1,5,9,3,5,566002,8,9,4,3,3,1,3,3,3,3,4,3,4,4,2,2,2,2,2,2,4,2,2,3,4,3,3,3,2,2,3,3,3,2,2,3,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8974359,0.8084074,2,3,7,4,,2,2,1,2,1965,52,4,3,1,1,1,1,5,1,5,8,2,1,3,5,2,1,3,1,2,1,5,566002,8,5,1,2,3,1,3,3,2,1,3,1,4,3,3,3,3,3,3,3,1,2,3,4,2,3,3,2,3,3,3,3,3,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,3,7,4,,1,1,1,1,1995,22,1,1,1,1,1,1,4,2,6,0,3,2,3,6,2,2,1,1,4,2,5,566002,10,10,1,1,1,1,4,4,4,2,2,2,4,4,4,4,4,4,2,2,2,2,2,4,2,4,3,3,2,4,2,2,3,2,3,3,4,3,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,4,7,4,,1,1,2,1,1995,22,1,1,1,1,1,1,12,2,6,0,3,2,6,0,,2,2,,3,1,5,566002,7,7,2,1,1,1,4,4,3,2,3,3,4,4,4,4,4,4,4,4,2,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,1.2222222,0.8084074,1,4,7,4,,1,1,2,1,1990,27,2,1,1,1,1,1,15,3,6,0,3,2,3,4,2,2,3,1,2,1,5,566002,1,5,3,3,1,1,4,4,4,2,2,1,3,3,3,3,2,3,2,3,2,2,1,2,3,2,3,2,3,3,3,3,3,3,2,3,2,2,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,1,3,7,4,,1,1,1,1,1995,22,1,1,1,1,1,1,16,2,6,0,4,2,6,,,2,1,1,5,2,5,566002,10,10,2,1,3,2,4,4,4,3,2,2,4,4,3,3,4,2,1,1,2,3,3,4,1,1,4,3,2,2,3,1,3,1,3,1,4,1,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,3,3,2,,1,1,1,1,1998,19,1,1,1,1,1,1,9,1,6,0,2,1,6,0,,2,1,4,3,1,5,566002,6,5,4,1,1,1,4,3,4,3,3,1,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8826531,0.8084074,2,3,1,1,,1,1,1,1,1977,40,3,2,1,1,1,1,12,2,1,10,2,1,3,8,,1,3,1,4,2,5,566002,8,6,4,1,1,2,4,4,4,4,4,1,1,4,2,1,2,4,2,1,1,3,1,2,4,2,1,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.8974359,0.8084074,2,5,1,1,,1,1,2,1,1969,48,4,2,1,1,1,1,16,1,1,13,1,1,7,4,2,2,4,1,1,1,5,566002,1,5,4,1,3,2,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.6756757,0.8084074,2,5,1,1,,1,2,1,1,1962,55,5,3,1,1,1,1,12,1,1,8,2,1,3,7,,1,2,1,5,2,5,566002,10,1,1,1,1,1,4,4,4,3,3,3,2,3,2,2,1,3,2,4,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,566,NGA,5662018,0.9045936,0.8084074,2,5,7,4,,1,1,1,2,1997,20,1,1,1,1,1,1,5,1,1,1,3,2,3,5,2,2,4,1,2,1,5,566002,9,5,1,1,2,1,4,3,3,1,2,1,4,3,3,3,3,2,3,2,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
